5.447543697369120613e-02,1.766580314719535527e-01,4.457197876248220753e-02,2.225441947165112955e-01,-3.752994134575508844e-02,2.287832538030711016e-01,-2.616627631964947923e-02,2.049414706038458489e-01,-3.752994134575509538e-02,-3.240533540620929576e-02,2.225441947165112955e-01,2.049414706038458767e-01,-2.616627631964947923e-02,2.197921887112910533e-01,2.103145110410772345e-01,-2.398681732821304063e-02,2.174195887769654889e-01,-3.240533540620929576e-02,-3.240533540620929576e-02,2.049414706038458767e-01,2.287832538030711016e-01,-3.515734141142953101e-02,2.103145110410772345e-01,-2.398681732821303716e-02,2.225441947165112955e-01,-3.515734141142953101e-02,2.103145110410772345e-01,2.247236537079477237e-01,-2.978430097419816278e-02,-2.398681732821303716e-02,-2.398681732821303370e-02,-4.226241914731779237e-02
1.142178141632340937e-01,1.635298805108970632e-01,1.086474123088087412e-01,2.233397648253794276e-01,2.001611118789768939e-01,-2.127410577209713077e-02,2.172034715455204712e-01,-5.058905199835865563e-02,2.001611118789768662e-01,-1.513781249223815698e-02,2.233397648253794276e-01,2.001611118789769217e-01,-2.127410577209713077e-02,-4.030427875465136117e-02,1.992421943281124375e-01,-1.772127268512593487e-02,1.940248185991179097e-01,-1.513781249223815871e-02,-2.741039905195610110e-02,1.940248185991179375e-01,2.294760581052384119e-01,2.043095918428252111e-01,1.931059010482534533e-01,-1.772127268512593487e-02,-1.513781249223815871e-02,-4.644057203451033150e-02,1.931059010482534810e-01,-1.158497940526696281e-02,-4.735948958537478798e-02,-5.448686125407991611e-03,-1.772127268512593487e-02,2.033906742919607824e-01
1.392365107193025142e-01,2.058416871923972047e-01,1.652639099512777376e-01,2.550812523161025691e-01,2.550812523161025691e-01,0.000000000000000000e+00,2.550812523161025691e-01,2.550812523161025691e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.550812523161025691e-01,2.550812523161025691e-01,2.550812523161025691e-01,0.000000000000000000e+00,2.550812523161025691e-01,0.000000000000000000e+00,2.550812523161025691e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.550812523161025691e-01,2.550812523161025691e-01,2.550812523161025691e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.550812523161025691e-01,2.550812523161025691e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.808926339424417606e-02,1.729819782515172322e-01,5.861821883221302737e-02,2.272036809491569664e-01,2.035243383272337392e-01,-2.033722127741600938e-02,2.209939612341098036e-01,-4.401656389933926439e-02,2.035243383272337392e-01,-2.033722127741601285e-02,2.209939612341098314e-01,2.097340580422809020e-01,-2.654694099246317912e-02,-3.492063642941102553e-02,2.089678836694790764e-01,-1.780743764390709319e-02,1.973146186121865764e-01,-2.033722127741601285e-02,-3.275666070751034886e-02,2.035243383272337392e-01,2.272036809491569942e-01,2.126202657971619780e-01,2.027581639544318859e-01,-1.780743764390709666e-02,2.272036809491569942e-01,-4.113035614445818833e-02,2.027581639544318859e-01,-1.780743764390710013e-02,-4.189653051726002775e-02,-1.159771792885993212e-02,-2.401715735895426640e-02,-3.568681080221285801e-02
2.742704330695108078e-02,1.624951330971441399e-01,4.102597109225582933e-02,2.180953012491388676e-01,-3.098445535230792344e-02,2.180953012491388399e-01,2.180953012491388399e-01,2.129006060159094604e-01,-2.470902149406054363e-02,2.180953012491388399e-01,2.180953012491388399e-01,2.191760398741568194e-01,-3.834062783557328630e-02,-2.258774807718819111e-02,-2.597347458490143618e-02,-3.025794723372701722e-02,2.129006060159094882e-01,-3.206519397732590648e-02,-3.206519397732590648e-02,2.003497382994147147e-01,2.243707351073861989e-01,2.150218794327818095e-01,2.116361529250685436e-01,-2.398251337547963394e-02,2.243707351073861989e-01,-3.513861579368295074e-02,2.179115867833159303e-01,-2.398251337547963394e-02,-2.385220116802908366e-02,-2.398251337547963394e-02,-2.398251337547963394e-02,-3.640306888452383982e-02
1.914775529332716220e-01,1.715701734899859332e-01,1.669567112377272622e-01,2.208532687049670484e-01,1.922272876366508121e-01,-2.236030207002404416e-02,-1.640844235101239848e-02,1.803235681986275207e-01,-3.908256370031700649e-02,-2.236030207002404069e-02,-1.640844235101239848e-02,1.922272876366508121e-01,-1.640844235101239848e-02,-3.941787974082471002e-02,1.917090908949458383e-01,-1.714535071536891012e-02,1.922272876366508121e-01,-2.831216178903568984e-02,-2.236030207002404416e-02,1.803235681986275207e-01,2.208532687049670207e-01,1.918919715961431016e-01,1.798053714569225470e-01,-2.309721043438055579e-02,-2.236030207002404416e-02,-3.941787974082470308e-02,1.917090908949458106e-01,2.201163603406105507e-01,-3.993607648252969766e-02,2.201163603406105507e-01,-1.714535071536891359e-02,1.913737748544381279e-01
1.076987725728294487e-01,1.521803822175409604e-01,1.410348834449482724e-01,-2.108912810200304008e-02,1.995361776421651356e-01,-2.108912810200304008e-02,2.109815155257850627e-01,2.056653231224591649e-01,-4.479275694621108472e-02,-2.108912810200304008e-02,2.109815155257850905e-01,2.117944686027532220e-01,2.109815155257850905e-01,-4.013115334148040225e-02,2.043236196342355926e-01,-1.739714191210194050e-02,2.056653231224591649e-01,-2.108912810200304008e-02,2.109815155257850905e-01,-3.866361146591704157e-02,2.109815155257850905e-01,2.103269267271898335e-01,-4.613446043443466399e-02,-1.739714191210194050e-02,2.109815155257850905e-01,-3.400200786118636603e-02,2.104527651145296219e-01,-1.739714191210194050e-02,2.089852232389662612e-01,-1.739714191210193703e-02,-3.578457835298406303e-02,-3.534371134940993142e-02
-7.313761007605479834e-03,1.626769712097911047e-01,-4.228861842348385046e-03,-1.873130505402743201e-02,-3.608836987849131650e-02,2.262998887766251022e-01,2.199949636554833776e-01,2.152477490733028520e-01,-4.239329499963299247e-02,-2.503623017516911145e-02,2.262998887766250466e-01,2.089428239521611552e-01,2.136900385343417363e-01,2.097420398125876273e-01,2.203920660875677007e-01,-2.427532480499301412e-02,2.215526741944445488e-01,-1.873130505402743201e-02,-2.503623017516910798e-02,2.152477490733028798e-01,2.199949636554833499e-01,-4.159407913920658284e-02,-3.094405286422646437e-02,-1.797039968385133468e-02,2.262998887766250466e-01,2.097420398125875718e-01,-3.724897798536814381e-02,-1.166547456270965871e-02,2.211912819479941450e-01,-2.427532480499301759e-02,-3.058024992613469356e-02,-4.275468724608341015e-02
1.916241142580530493e-02,7.203805541970979831e-02,6.149628448829965593e-02,-2.786967103894990444e-02,-3.824286182515791027e-02,2.468077064854417579e-01,2.399172511661448182e-01,2.433249710185307335e-01,-2.446195118656390582e-02,-1.408876040035590693e-02,2.605886171240357485e-01,-2.446195118656391276e-02,-2.786967103894990444e-02,-2.902323851060558194e-02,-2.169548479717452183e-02,-2.668984157604442978e-02,2.295440603799367707e-01,-2.097921571965290569e-02,-2.786967103894990444e-02,2.295440603799368262e-01,2.468077064854417579e-01,2.249827730558950911e-01,2.323105267693262033e-01,2.479875359483472985e-01,-1.408876040035590520e-02,2.387636836944890817e-01,-3.547639543576851934e-02,-1.290893093745043053e-02,2.415301500838784865e-01,-1.979938625674742755e-02,-2.668984157604442631e-02,-4.003768275981019198e-02
4.526661916079311593e-02,3.157822651348207027e-02,1.634439121771198711e-01,2.257897581257758413e-01,2.210745482902571613e-01,-2.698954809574031014e-02,2.322940507955585376e-01,2.210745482902571613e-01,-2.520046526147636315e-02,-2.698954809574030667e-02,2.322940507955585376e-01,-2.520046526147636315e-02,-2.048525542595767274e-02,-1.997870917446776390e-02,-2.995410005347173485e-02,-2.501379226560693225e-02,2.145702556204745481e-01,2.322940507955585376e-01,-3.999813343530558840e-02,2.145702556204745481e-01,-2.698954809574031014e-02,2.197920117074831647e-01,2.098166208284791834e-01,2.342698066256919120e-01,2.387983434653411785e-01,-2.648300184425040477e-02,2.293294988378271060e-01,-3.151808493538957312e-02,-3.123663663624577647e-02,-1.850949959582429832e-02,-2.501379226560693572e-02,-3.123663663624577647e-02
6.733551870726633970e-03,2.233079045879717561e-01,3.669074478855445780e-03,2.605042879987366500e-01,0.000000000000000000e+00,2.605042879987366500e-01,0.000000000000000000e+00,2.605042879987366500e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.605042879987366500e-01,2.605042879987366500e-01,0.000000000000000000e+00,2.605042879987366500e-01,2.605042879987366500e-01,0.000000000000000000e+00,2.605042879987366500e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.605042879987366500e-01,2.605042879987366500e-01,0.000000000000000000e+00,2.605042879987366500e-01,0.000000000000000000e+00,2.605042879987366500e-01,0.000000000000000000e+00,2.605042879987366500e-01,2.605042879987366500e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
